derived_from_real_fields,dominant_estimate_confidence,estimated_or_synthetic_fields,missing_fields,player_name,player_wc_id,real_structured_fields,team_wc_id,year
17,C,15,1,Jonathan Urretaviscaya,player_p_33500_2018,9,team_uruguay_2018,2018
17,C,15,1,Edinson Cavani,player_p_59138_2018,9,team_uruguay_2018,2018
17,C,15,1,Martín Cáceres,player_p_74058_2018,9,team_uruguay_2018,2018
16,D,15,2,Martín Silva,player_p_59802_2018,9,team_uruguay_2018,2018
16,D,15,2,Franco Armani,player_p_39788_2022,9,team_argentina_2022,2022
17,C,15,1,Juan Foyth,player_p_00652_2022,9,team_argentina_2022,2022
17,C,15,1,Nicolás Tagliafico,player_p_35173_2022,9,team_argentina_2022,2022
17,C,15,1,Gonzalo Montiel,player_p_91431_2022,9,team_argentina_2022,2022
17,C,15,1,Leandro Paredes,player_p_27582_2022,9,team_argentina_2022,2022
17,C,15,1,Germán Pezzella,player_p_29298_2022,9,team_argentina_2022,2022
17,C,15,1,Rodrigo De Paul,player_p_37314_2022,9,team_argentina_2022,2022
17,C,15,1,Marcos Acuña,player_p_73712_2022,9,team_argentina_2022,2022
17,C,15,1,Julián Álvarez,player_p_19776_2022,9,team_argentina_2022,2022
17,C,15,1,Lionel Messi,player_p_14758_2022,9,team_argentina_2022,2022
17,C,15,1,Ángel Di María,player_p_42113_2022,9,team_argentina_2022,2022
16,D,15,2,Gerónimo Rulli,player_p_36188_2022,9,team_argentina_2022,2022
17,C,15,1,Cristian Romero,player_p_79650_2022,9,team_argentina_2022,2022
17,C,15,1,Exequiel Palacios,player_p_40147_2022,9,team_argentina_2022,2022
17,C,15,1,Ángel Correa,player_p_92353_2022,9,team_argentina_2022,2022
17,C,15,1,Thiago Almada,player_p_56659_2022,9,team_argentina_2022,2022
17,C,15,1,Papu Gómez,player_p_10231_2022,9,team_argentina_2022,2022
17,C,15,1,Guido Rodríguez,player_p_03265_2022,9,team_argentina_2022,2022
17,C,15,1,Nicolás Otamendi,player_p_49114_2022,9,team_argentina_2022,2022
17,C,15,1,Alexis Mac Allister,player_p_71343_2022,9,team_argentina_2022,2022
17,C,15,1,Paulo Dybala,player_p_28151_2022,9,team_argentina_2022,2022
17,C,15,1,Lautaro Martínez,player_p_81505_2022,9,team_argentina_2022,2022
17,C,15,1,Emiliano Martínez,player_p_13162_2022,9,team_argentina_2022,2022
17,C,15,1,Enzo Fernández,player_p_10739_2022,9,team_argentina_2022,2022
17,C,15,1,Lisandro Martínez,player_p_23070_2022,9,team_argentina_2022,2022
17,C,15,1,Nahuel Molina,player_p_84430_2022,9,team_argentina_2022,2022
17,C,15,1,Mathew Ryan,player_p_10244_2022,9,team_australia_2022,2022
17,C,15,1,Miloš Degenek,player_p_59727_2022,9,team_australia_2022,2022
17,C,15,1,Nathaniel Atkinson,player_p_09062_2022,9,team_australia_2022,2022
17,C,15,1,Kye Rowles,player_p_88273_2022,9,team_australia_2022,2022
17,C,15,1,Fran Karačić,player_p_24134_2022,9,team_australia_2022,2022
16,D,15,2,Marco Tilio,player_p_34915_2022,9,team_australia_2022,2022
17,C,15,1,Mathew Leckie,player_p_35837_2022,9,team_australia_2022,2022
17,C,15,1,Bailey Wright,player_p_97422_2022,9,team_australia_2022,2022
17,C,15,1,Jamie Maclaren,player_p_20087_2022,9,team_australia_2022,2022
17,C,15,1,Ajdin Hrustic,player_p_82945_2022,9,team_australia_2022,2022
17,C,15,1,Awer Mabil,player_p_61979_2022,9,team_australia_2022,2022
16,D,15,2,Andrew Redmayne,player_p_30596_2022,9,team_australia_2022,2022
17,C,15,1,Aaron Mooy,player_p_95847_2022,9,team_australia_2022,2022
17,C,15,1,Riley McGree,player_p_51406_2022,9,team_australia_2022,2022
17,C,15,1,Mitchell Duke,player_p_91029_2022,9,team_australia_2022,2022
17,C,15,1,Aziz Behich,player_p_51118_2022,9,team_australia_2022,2022
16,D,15,2,Cameron Devlin,player_p_64249_2022,9,team_australia_2022,2022
16,D,15,2,Danny Vukovic,player_p_11675_2022,9,team_australia_2022,2022
17,C,15,1,Harry Souttar,player_p_89217_2022,9,team_australia_2022,2022
16,D,15,2,Thomas Deng,player_p_68599_2022,9,team_australia_2022,2022
17,C,15,1,Garang Kuol,player_p_05864_2022,9,team_australia_2022,2022
17,C,15,1,Jackson Irvine,player_p_34822_2022,9,team_australia_2022,2022
17,C,15,1,Craig Goodwin,player_p_82010_2022,9,team_australia_2022,2022
16,D,15,2,Joel King,player_p_53409_2022,9,team_australia_2022,2022
17,C,15,1,Jason Cummings,player_p_67089_2022,9,team_australia_2022,2022
17,C,15,1,Keanu Baccus,player_p_27035_2022,9,team_australia_2022,2022
17,C,15,1,Thibaut Courtois,player_p_09658_2022,9,team_belgium_2022,2022
17,C,15,1,Toby Alderweireld,player_p_70547_2022,9,team_belgium_2022,2022
16,D,15,2,Arthur Theate,player_p_75820_2022,9,team_belgium_2022,2022
16,D,15,2,Wout Faes,player_p_61413_2022,9,team_belgium_2022,2022
17,C,15,1,Jan Vertonghen,player_p_64049_2022,9,team_belgium_2022,2022
17,C,15,1,Axel Witsel,player_p_53048_2022,9,team_belgium_2022,2022
17,C,15,1,Kevin De Bruyne,player_p_48955_2022,9,team_belgium_2022,2022
17,C,15,1,Youri Tielemans,player_p_47906_2022,9,team_belgium_2022,2022
17,C,15,1,Romelu Lukaku,player_p_72637_2022,9,team_belgium_2022,2022
17,C,15,1,Eden Hazard,player_p_72011_2022,9,team_belgium_2022,2022
17,C,15,1,Yannick Carrasco,player_p_06338_2022,9,team_belgium_2022,2022
16,D,15,2,Simon Mignolet,player_p_10313_2022,9,team_belgium_2022,2022
16,D,15,2,Koen Casteels,player_p_88715_2022,9,team_belgium_2022,2022
17,C,15,1,Dries Mertens,player_p_84852_2022,9,team_belgium_2022,2022
17,C,15,1,Thomas Meunier,player_p_22930_2022,9,team_belgium_2022,2022
17,C,15,1,Thorgan Hazard,player_p_74337_2022,9,team_belgium_2022,2022
17,C,15,1,Leandro Trossard,player_p_95312_2022,9,team_belgium_2022,2022
17,C,15,1,Amadou Onana,player_p_21652_2022,9,team_belgium_2022,2022
17,C,15,1,Leander Dendoncker,player_p_73834_2022,9,team_belgium_2022,2022
16,D,15,2,Hans Vanaken,player_p_81997_2022,9,team_belgium_2022,2022
17,C,15,1,Timothy Castagne,player_p_56069_2022,9,team_belgium_2022,2022
17,C,15,1,Charles De Ketelaere,player_p_61810_2022,9,team_belgium_2022,2022
17,C,15,1,Michy Batshuayi,player_p_13975_2022,9,team_belgium_2022,2022
17,C,15,1,Loïs Openda,player_p_70691_2022,9,team_belgium_2022,2022
17,C,15,1,Jérémy Doku,player_p_29578_2022,9,team_belgium_2022,2022
16,D,15,2,Zeno Debast,player_p_56669_2022,9,team_belgium_2022,2022
17,C,15,1,not applicable Alisson,player_p_21531_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Danilo,player_p_40137_2022,9,team_brazil_2022,2022
17,C,15,1,Thiago Silva,player_p_32798_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Marquinhos,player_p_76060_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Casemiro,player_p_02305_2022,9,team_brazil_2022,2022
17,C,15,1,Alex Sandro,player_p_97698_2022,9,team_brazil_2022,2022
17,C,15,1,Lucas Paquetá,player_p_05164_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Fred,player_p_74941_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Richarlison,player_p_68016_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Neymar,player_p_87008_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Raphinha,player_p_83169_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Weverton,player_p_66020_2022,9,team_brazil_2022,2022
17,C,15,1,Dani Alves,player_p_09441_2022,9,team_brazil_2022,2022
17,C,15,1,Éder Militão,player_p_55590_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Fabinho,player_p_77071_2022,9,team_brazil_2022,2022
17,C,15,1,Alex Telles,player_p_26953_2022,9,team_brazil_2022,2022
17,C,15,1,Bruno Guimarães,player_p_74688_2022,9,team_brazil_2022,2022
17,C,15,1,Gabriel Jesus,player_p_92004_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Antony,player_p_37860_2022,9,team_brazil_2022,2022
17,C,15,1,Vinícius Júnior,player_p_92812_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Rodrygo,player_p_06446_2022,9,team_brazil_2022,2022
17,C,15,1,Éverton Ribeiro,player_p_42740_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Ederson,player_p_89248_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Bremer,player_p_14060_2022,9,team_brazil_2022,2022
17,C,15,1,not applicable Pedro,player_p_15197_2022,9,team_brazil_2022,2022
17,C,15,1,Gabriel Martinelli,player_p_70483_2022,9,team_brazil_2022,2022
16,D,15,2,Simon Ngapandouetnbu,player_p_22927_2022,9,team_cameroon_2022,2022
17,C,15,1,Jerome Ngom Mbekeli,player_p_32773_2022,9,team_cameroon_2022,2022
17,C,15,1,Nicolas Nkoulou,player_p_93209_2022,9,team_cameroon_2022,2022
17,C,15,1,Christopher Wooh,player_p_74894_2022,9,team_cameroon_2022,2022
17,C,15,1,Gaël Ondoua,player_p_36707_2022,9,team_cameroon_2022,2022
17,C,15,1,Moumi Ngamaleu,player_p_27913_2022,9,team_cameroon_2022,2022
17,C,15,1,Georges-Kévin Nkoudou,player_p_68058_2022,9,team_cameroon_2022,2022
17,C,15,1,André-Frank Zambo Anguissa,player_p_38355_2022,9,team_cameroon_2022,2022
16,D,15,2,Jean-Pierre Nsame,player_p_39239_2022,9,team_cameroon_2022,2022
17,C,15,1,Vincent Aboubakar,player_p_53452_2022,9,team_cameroon_2022,2022
17,C,15,1,Christian Bassogog,player_p_51549_2022,9,team_cameroon_2022,2022
17,C,15,1,Karl Toko Ekambi,player_p_20259_2022,9,team_cameroon_2022,2022
17,C,15,1,Eric Maxim Choupo-Moting,player_p_06117_2022,9,team_cameroon_2022,2022
17,C,15,1,Samuel Gouet,player_p_63923_2022,9,team_cameroon_2022,2022
17,C,15,1,Pierre Kunde,player_p_29115_2022,9,team_cameroon_2022,2022
17,C,15,1,Devis Epassy,player_p_70357_2022,9,team_cameroon_2022,2022
16,D,15,2,Olivier Mbaizo,player_p_80930_2022,9,team_cameroon_2022,2022
17,C,15,1,Martin Hongla,player_p_34633_2022,9,team_cameroon_2022,2022
17,C,15,1,Collins Fai,player_p_47677_2022,9,team_cameroon_2022,2022
17,C,15,1,Bryan Mbeumo,player_p_39394_2022,9,team_cameroon_2022,2022
17,C,15,1,Jean-Charles Castelletto,player_p_59303_2022,9,team_cameroon_2022,2022
17,C,15,1,Olivier Ntcham,player_p_62618_2022,9,team_cameroon_2022,2022
17,C,15,1,André Onana,player_p_67127_2022,9,team_cameroon_2022,2022
17,C,15,1,Enzo Ebosse,player_p_02759_2022,9,team_cameroon_2022,2022
17,C,15,1,Nouhou Tolo,player_p_55367_2022,9,team_cameroon_2022,2022
16,D,15,2,Souaibou Marou,player_p_25904_2022,9,team_cameroon_2022,2022
16,D,15,2,Dayne St. Clair,player_p_94317_2022,9,team_canada_2022,2022
17,C,15,1,Alistair Johnston,player_p_12635_2022,9,team_canada_2022,2022
17,C,15,1,Sam Adekugbe,player_p_55821_2022,9,team_canada_2022,2022
17,C,15,1,Kamal Miller,player_p_31806_2022,9,team_canada_2022,2022
17,C,15,1,Steven Vitória,player_p_89710_2022,9,team_canada_2022,2022
16,D,15,2,Samuel Piette,player_p_65386_2022,9,team_canada_2022,2022
17,C,15,1,Stephen Eustáquio,player_p_28794_2022,9,team_canada_2022,2022
16,D,15,2,Liam Fraser,player_p_32574_2022,9,team_canada_2022,2022
17,C,15,1,Lucas Cavallini,player_p_58061_2022,9,team_canada_2022,2022
17,C,15,1,Junior Hoilett,player_p_35706_2022,9,team_canada_2022,2022
17,C,15,1,Tajon Buchanan,player_p_96259_2022,9,team_canada_2022,2022
16,D,15,2,Iké Ugbo,player_p_83822_2022,9,team_canada_2022,2022
17,C,15,1,Atiba Hutchinson,player_p_03472_2022,9,team_canada_2022,2022
17,C,15,1,Mark-Anthony Kaye,player_p_72399_2022,9,team_canada_2022,2022
17,C,15,1,Ismaël Koné,player_p_85670_2022,9,team_canada_2022,2022
16,D,15,2,James Pantemis,player_p_61949_2022,9,team_canada_2022,2022
17,C,15,1,Cyle Larin,player_p_01925_2022,9,team_canada_2022,2022
17,C,15,1,Milan Borjan,player_p_46263_2022,9,team_canada_2022,2022
17,C,15,1,Alphonso Davies,player_p_46358_2022,9,team_canada_2022,2022
17,C,15,1,Jonathan David,player_p_48340_2022,9,team_canada_2022,2022
17,C,15,1,Jonathan Osorio,player_p_27541_2022,9,team_canada_2022,2022
17,C,15,1,Richie Laryea,player_p_42390_2022,9,team_canada_2022,2022
17,C,15,1,Liam Millar,player_p_00809_2022,9,team_canada_2022,2022
17,C,15,1,David Wotherspoon,player_p_49915_2022,9,team_canada_2022,2022
16,D,15,2,Derek Cornelius,player_p_21099_2022,9,team_canada_2022,2022
16,D,15,2,Joel Waterman,player_p_71727_2022,9,team_canada_2022,2022
17,C,15,1,Keylor Navas,player_p_81392_2022,9,team_costa_rica_2022,2022
16,D,15,2,Daniel Chacón,player_p_57150_2022,9,team_costa_rica_2022,2022
17,C,15,1,Juan Pablo Vargas,player_p_65777_2022,9,team_costa_rica_2022,2022
17,C,15,1,Keysher Fuller,player_p_80986_2022,9,team_costa_rica_2022,2022
17,C,15,1,Celso Borges,player_p_11767_2022,9,team_costa_rica_2022,2022
17,C,15,1,Óscar Duarte,player_p_97912_2022,9,team_costa_rica_2022,2022
17,C,15,1,Anthony Contreras,player_p_02556_2022,9,team_costa_rica_2022,2022
17,C,15,1,Bryan Oviedo,player_p_10740_2022,9,team_costa_rica_2022,2022
17,C,15,1,Jewison Bennette,player_p_09889_2022,9,team_costa_rica_2022,2022
17,C,15,1,Bryan Ruiz,player_p_99590_2022,9,team_costa_rica_2022,2022
17,C,15,1,Johan Venegas,player_p_58669_2022,9,team_costa_rica_2022,2022
17,C,15,1,Joel Campbell,player_p_70812_2022,9,team_costa_rica_2022,2022
17,C,15,1,Gerson Torres,player_p_12179_2022,9,team_costa_rica_2022,2022
17,C,15,1,Youstin Salas,player_p_32622_2022,9,team_costa_rica_2022,2022
17,C,15,1,Francisco Calvo,player_p_71100_2022,9,team_costa_rica_2022,2022
17,C,15,1,Carlos Martínez,player_p_39281_2022,9,team_costa_rica_2022,2022
17,C,15,1,Yeltsin Tejeda,player_p_24978_2022,9,team_costa_rica_2022,2022
16,D,15,2,Esteban Alvarado,player_p_03616_2022,9,team_costa_rica_2022,2022
17,C,15,1,Kendall Waston,player_p_37984_2022,9,team_costa_rica_2022,2022
17,C,15,1,Brandon Aguilera,player_p_44957_2022,9,team_costa_rica_2022,2022
16,D,15,2,Douglas López,player_p_01994_2022,9,team_costa_rica_2022,2022
17,C,15,1,Rónald Matarrita,player_p_37189_2022,9,team_costa_rica_2022,2022
16,D,15,2,Patrick Sequeira,player_p_81142_2022,9,team_costa_rica_2022,2022
16,D,15,2,Roan Wilson,player_p_23993_2022,9,team_costa_rica_2022,2022
16,D,15,2,Anthony Hernández,player_p_14872_2022,9,team_costa_rica_2022,2022
17,C,15,1,Álvaro Zamora,player_p_22631_2022,9,team_costa_rica_2022,2022
17,C,15,1,Dominik Livaković,player_p_99988_2022,9,team_croatia_2022,2022
17,C,15,1,Josip Stanišić,player_p_91350_2022,9,team_croatia_2022,2022
17,C,15,1,Borna Barišić,player_p_95766_2022,9,team_croatia_2022,2022
17,C,15,1,Ivan Perišić,player_p_93884_2022,9,team_croatia_2022,2022
16,D,15,2,Martin Erlić,player_p_01196_2022,9,team_croatia_2022,2022
17,C,15,1,Dejan Lovren,player_p_56297_2022,9,team_croatia_2022,2022
17,C,15,1,Lovro Majer,player_p_64353_2022,9,team_croatia_2022,2022
17,C,15,1,Mateo Kovačić,player_p_07670_2022,9,team_croatia_2022,2022
17,C,15,1,Andrej Kramarić,player_p_65182_2022,9,team_croatia_2022,2022
17,C,15,1,Luka Modrić,player_p_29491_2022,9,team_croatia_2022,2022
17,C,15,1,Marcelo Brozović,player_p_79215_2022,9,team_croatia_2022,2022
16,D,15,2,Ivo Grbić,player_p_32870_2022,9,team_croatia_2022,2022
17,C,15,1,Nikola Vlašić,player_p_22160_2022,9,team_croatia_2022,2022
17,C,15,1,Marko Livaja,player_p_31643_2022,9,team_croatia_2022,2022
17,C,15,1,Mario Pašalić,player_p_89948_2022,9,team_croatia_2022,2022
17,C,15,1,Bruno Petković,player_p_46461_2022,9,team_croatia_2022,2022
17,C,15,1,Ante Budimir,player_p_99461_2022,9,team_croatia_2022,2022
17,C,15,1,Mislav Oršić,player_p_26942_2022,9,team_croatia_2022,2022
17,C,15,1,Borna Sosa,player_p_84190_2022,9,team_croatia_2022,2022
17,C,15,1,Joško Gvardiol,player_p_58420_2022,9,team_croatia_2022,2022
16,D,15,2,Domagoj Vida,player_p_91294_2022,9,team_croatia_2022,2022
17,C,15,1,Josip Juranović,player_p_16484_2022,9,team_croatia_2022,2022
16,D,15,2,Ivica Ivušić,player_p_94815_2022,9,team_croatia_2022,2022
17,C,15,1,Josip Šutalo,player_p_57417_2022,9,team_croatia_2022,2022
16,D,15,2,Luka Sučić,player_p_67668_2022,9,team_croatia_2022,2022
16,D,15,2,Kristijan Jakić,player_p_86466_2022,9,team_croatia_2022,2022
17,C,15,1,Kasper Schmeichel,player_p_58755_2022,9,team_denmark_2022,2022
17,C,15,1,Joachim Andersen,player_p_43705_2022,9,team_denmark_2022,2022
17,C,15,1,Victor Nelsson,player_p_49454_2022,9,team_denmark_2022,2022
17,C,15,1,Simon Kjær,player_p_14988_2022,9,team_denmark_2022,2022
17,C,15,1,Joakim Mæhle,player_p_39995_2022,9,team_denmark_2022,2022
17,C,15,1,Andreas Christensen,player_p_18923_2022,9,team_denmark_2022,2022
17,C,15,1,Mathias Jensen,player_p_26593_2022,9,team_denmark_2022,2022
17,C,15,1,Thomas Delaney,player_p_57615_2022,9,team_denmark_2022,2022
17,C,15,1,Martin Braithwaite,player_p_85579_2022,9,team_denmark_2022,2022
17,C,15,1,Christian Eriksen,player_p_50104_2022,9,team_denmark_2022,2022
17,C,15,1,Andreas Skov Olsen,player_p_82313_2022,9,team_denmark_2022,2022
17,C,15,1,Kasper Dolberg,player_p_72592_2022,9,team_denmark_2022,2022
17,C,15,1,Rasmus Kristensen,player_p_82877_2022,9,team_denmark_2022,2022
17,C,15,1,Mikkel Damsgaard,player_p_57782_2022,9,team_denmark_2022,2022
17,C,15,1,Christian Nørgaard,player_p_56182_2022,9,team_denmark_2022,2022
16,D,15,2,Oliver Christensen,player_p_07304_2022,9,team_denmark_2022,2022
16,D,15,2,Jens Stryger Larsen,player_p_11588_2022,9,team_denmark_2022,2022
16,D,15,2,Daniel Wass,player_p_93781_2022,9,team_denmark_2022,2022
16,D,15,2,Jonas Wind,player_p_59609_2022,9,team_denmark_2022,2022
16,D,15,2,Yussuf Poulsen,player_p_08442_2022,9,team_denmark_2022,2022
17,C,15,1,Andreas Cornelius,player_p_29053_2022,9,team_denmark_2022,2022
16,D,15,2,Frederik Rønnow,player_p_35930_2022,9,team_denmark_2022,2022
17,C,15,1,Pierre-Emile Højbjerg,player_p_98199_2022,9,team_denmark_2022,2022
17,C,15,1,Robert Skov,player_p_76468_2022,9,team_denmark_2022,2022
17,C,15,1,Jesper Lindstrøm,player_p_70516_2022,9,team_denmark_2022,2022
17,C,15,1,Alexander Bah,player_p_92135_2022,9,team_denmark_2022,2022
17,C,15,1,Hernán Galíndez,player_p_56347_2022,9,team_ecuador_2022,2022
17,C,15,1,Félix Torres,player_p_96347_2022,9,team_ecuador_2022,2022
17,C,15,1,Piero Hincapié,player_p_29713_2022,9,team_ecuador_2022,2022
16,D,15,2,Robert Arboleda,player_p_22286_2022,9,team_ecuador_2022,2022
17,C,15,1,José Cifuentes,player_p_75628_2022,9,team_ecuador_2022,2022
16,D,15,2,William Pacho,player_p_49934_2022,9,team_ecuador_2022,2022
17,C,15,1,Pervis Estupiñán,player_p_52697_2022,9,team_ecuador_2022,2022
17,C,15,1,Carlos Gruezo,player_p_13321_2022,9,team_ecuador_2022,2022
16,D,15,2,Ayrton Preciado,player_p_16576_2022,9,team_ecuador_2022,2022
17,C,15,1,Romario Ibarra,player_p_34543_2022,9,team_ecuador_2022,2022
17,C,15,1,Michael Estrada,player_p_44851_2022,9,team_ecuador_2022,2022
16,D,15,2,Moisés Ramírez,player_p_39347_2022,9,team_ecuador_2022,2022
17,C,15,1,Enner Valencia,player_p_75912_2022,9,team_ecuador_2022,2022
16,D,15,2,Xavier Arreaga,player_p_06545_2022,9,team_ecuador_2022,2022
16,D,15,2,Ángel Mena,player_p_11495_2022,9,team_ecuador_2022,2022
17,C,15,1,Jeremy Sarmiento,player_p_78091_2022,9,team_ecuador_2022,2022
17,C,15,1,Ángelo Preciado,player_p_62543_2022,9,team_ecuador_2022,2022
16,D,15,2,Diego Palacios,player_p_04237_2022,9,team_ecuador_2022,2022
17,C,15,1,Gonzalo Plata,player_p_13973_2022,9,team_ecuador_2022,2022
17,C,15,1,Sebas Méndez,player_p_56839_2022,9,team_ecuador_2022,2022
17,C,15,1,Alan Franco,player_p_28364_2022,9,team_ecuador_2022,2022
16,D,15,2,Alexander Domínguez,player_p_94877_2022,9,team_ecuador_2022,2022
17,C,15,1,Moisés Caicedo,player_p_82216_2022,9,team_ecuador_2022,2022
17,C,15,1,Djorkaeff Reasco,player_p_69217_2022,9,team_ecuador_2022,2022
17,C,15,1,Jackson Porozo,player_p_73694_2022,9,team_ecuador_2022,2022
16,D,15,2,Kevin Rodríguez,player_p_02839_2022,9,team_ecuador_2022,2022
17,C,15,1,Jordan Pickford,player_p_70618_2022,9,team_england_2022,2022
17,C,15,1,Kyle Walker,player_p_74071_2022,9,team_england_2022,2022
17,C,15,1,Luke Shaw,player_p_36400_2022,9,team_england_2022,2022
17,C,15,1,Declan Rice,player_p_84787_2022,9,team_england_2022,2022
17,C,15,1,John Stones,player_p_92628_2022,9,team_england_2022,2022
17,C,15,1,Harry Maguire,player_p_02465_2022,9,team_england_2022,2022
17,C,15,1,Jack Grealish,player_p_21153_2022,9,team_england_2022,2022
17,C,15,1,Jordan Henderson,player_p_08169_2022,9,team_england_2022,2022
17,C,15,1,Harry Kane,player_p_58924_2022,9,team_england_2022,2022
17,C,15,1,Raheem Sterling,player_p_21553_2022,9,team_england_2022,2022
17,C,15,1,Marcus Rashford,player_p_59837_2022,9,team_england_2022,2022
17,C,15,1,Kieran Trippier,player_p_25937_2022,9,team_england_2022,2022
16,D,15,2,Nick Pope,player_p_89070_2022,9,team_england_2022,2022
17,C,15,1,Kalvin Phillips,player_p_43567_2022,9,team_england_2022,2022
17,C,15,1,Eric Dier,player_p_31219_2022,9,team_england_2022,2022
16,D,15,2,Conor Coady,player_p_76287_2022,9,team_england_2022,2022
17,C,15,1,Bukayo Saka,player_p_76842_2022,9,team_england_2022,2022
17,C,15,1,Trent Alexander-Arnold,player_p_05318_2022,9,team_england_2022,2022
17,C,15,1,Mason Mount,player_p_90012_2022,9,team_england_2022,2022
17,C,15,1,Phil Foden,player_p_10501_2022,9,team_england_2022,2022
16,D,15,2,Ben White,player_p_50034_2022,9,team_england_2022,2022
17,C,15,1,Jude Bellingham,player_p_15674_2022,9,team_england_2022,2022
16,D,15,2,Aaron Ramsdale,player_p_62368_2022,9,team_england_2022,2022
17,C,15,1,Callum Wilson,player_p_22844_2022,9,team_england_2022,2022
16,D,15,2,James Maddison,player_p_95181_2022,9,team_england_2022,2022
16,D,15,2,Conor Gallagher,player_p_46540_2022,9,team_england_2022,2022
17,C,15,1,Hugo Lloris,player_p_30711_2022,9,team_france_2022,2022
17,C,15,1,Benjamin Pavard,player_p_60652_2022,9,team_france_2022,2022
17,C,15,1,Axel Disasi,player_p_91324_2022,9,team_france_2022,2022
17,C,15,1,Raphaël Varane,player_p_42326_2022,9,team_france_2022,2022
17,C,15,1,Jules Koundé,player_p_78484_2022,9,team_france_2022,2022
17,C,15,1,Matteo Guendouzi,player_p_32431_2022,9,team_france_2022,2022
17,C,15,1,Antoine Griezmann,player_p_90908_2022,9,team_france_2022,2022
17,C,15,1,Aurélien Tchouaméni,player_p_54517_2022,9,team_france_2022,2022
17,C,15,1,Olivier Giroud,player_p_89750_2022,9,team_france_2022,2022
17,C,15,1,Kylian Mbappé,player_p_64077_2022,9,team_france_2022,2022
17,C,15,1,Ousmane Dembélé,player_p_97778_2022,9,team_france_2022,2022
17,C,15,1,Randal Kolo Muani,player_p_92987_2022,9,team_france_2022,2022
17,C,15,1,Youssouf Fofana,player_p_23304_2022,9,team_france_2022,2022
17,C,15,1,Adrien Rabiot,player_p_57401_2022,9,team_france_2022,2022
17,C,15,1,Jordan Veretout,player_p_00465_2022,9,team_france_2022,2022
17,C,15,1,Steve Mandanda,player_p_69594_2022,9,team_france_2022,2022
17,C,15,1,William Saliba,player_p_07089_2022,9,team_france_2022,2022
17,C,15,1,Dayot Upamecano,player_p_03945_2022,9,team_france_2022,2022
16,D,15,2,Karim Benzema,player_p_35408_2022,9,team_france_2022,2022
17,C,15,1,Kingsley Coman,player_p_06614_2022,9,team_france_2022,2022
17,C,15,1,Lucas Hernandez,player_p_84424_2022,9,team_france_2022,2022
17,C,15,1,Théo Hernandez,player_p_09867_2022,9,team_france_2022,2022
16,D,15,2,Alphonse Areola,player_p_81466_2022,9,team_france_2022,2022
17,C,15,1,Ibrahima Konaté,player_p_86920_2022,9,team_france_2022,2022
17,C,15,1,Eduardo Camavinga,player_p_80996_2022,9,team_france_2022,2022
17,C,15,1,Marcus Thuram,player_p_13613_2022,9,team_france_2022,2022
17,C,15,1,Manuel Neuer,player_p_19408_2022,9,team_germany_2022,2022
17,C,15,1,Antonio Rüdiger,player_p_51201_2022,9,team_germany_2022,2022
17,C,15,1,David Raum,player_p_20804_2022,9,team_germany_2022,2022
16,D,15,2,Matthias Ginter,player_p_36126_2022,9,team_germany_2022,2022
17,C,15,1,Thilo Kehrer,player_p_11933_2022,9,team_germany_2022,2022
17,C,15,1,Joshua Kimmich,player_p_30316_2022,9,team_germany_2022,2022
17,C,15,1,Kai Havertz,player_p_77743_2022,9,team_germany_2022,2022
17,C,15,1,Leon Goretzka,player_p_79409_2022,9,team_germany_2022,2022
17,C,15,1,Niclas Füllkrug,player_p_46246_2022,9,team_germany_2022,2022
17,C,15,1,Serge Gnabry,player_p_75989_2022,9,team_germany_2022,2022
17,C,15,1,Mario Götze,player_p_63673_2022,9,team_germany_2022,2022
16,D,15,2,Kevin Trapp,player_p_81947_2022,9,team_germany_2022,2022
17,C,15,1,Thomas Müller,player_p_28154_2022,9,team_germany_2022,2022
17,C,15,1,Jamal Musiala,player_p_47182_2022,9,team_germany_2022,2022
17,C,15,1,Niklas Süle,player_p_48737_2022,9,team_germany_2022,2022
17,C,15,1,Lukas Klostermann,player_p_89863_2022,9,team_germany_2022,2022
16,D,15,2,Julian Brandt,player_p_50679_2022,9,team_germany_2022,2022
17,C,15,1,Jonas Hofmann,player_p_18188_2022,9,team_germany_2022,2022
17,C,15,1,Leroy Sané,player_p_39464_2022,9,team_germany_2022,2022
16,D,15,2,Christian Günter,player_p_63385_2022,9,team_germany_2022,2022
17,C,15,1,İlkay Gündoğan,player_p_08896_2022,9,team_germany_2022,2022
16,D,15,2,Marc-André ter Stegen,player_p_03367_2022,9,team_germany_2022,2022
17,C,15,1,Nico Schlotterbeck,player_p_71859_2022,9,team_germany_2022,2022
